Year,Month,Region,Number of Households,Avg Electricity Consumption per Household (kWh),Number of Tropical Nights,Number of Heat Wave Days,Number of Cold Wave Days,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Avg Cloud Cover (1/10),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Supercool Temp (Celsius),Avg Ground Temp (Celsius),Avg Gas Supply per Household (ton)
2020,2,Daejeon,779990.0,225.0,0.0,0.0,0.0,3.6,9.3,-1.2,1016.6,1025.4,5.6,-2.5,68,91.2,66.6,1.3,4.8,58.62,360.98,-6.4,4.6,0.04389457954589162
2020,3,Daejeon,781226.0,210.0,0.0,0.0,0.0,8.5,15.0,2.3,1009.8,1018.4,6.2,-0.8,56,24.4,130.8,1.6,3.6,69.45,570.79,-3.3,10.1,0.03744895996805022
2020,4,Daejeon,780729.0,215.0,0.0,0.0,0.0,11.5,18.7,5.2,1009.4,1017.9,6.8,0.5,51,17.8,184.6,2.0,3.0,76.41,711.35,-0.2,15.4,0.03137054245455209
2020,5,Daejeon,782774.0,199.0,0.0,0.0,0.0,18.8,24.4,13.9,1002.5,1010.6,14.9,12.4,71,80.4,173.7,1.6,6.1,54.8,677.69,11.1,22.1,0.02178650784262124
2020,6,Daejeon,782461.0,206.0,0.0,3.0,0.0,24.1,29.0,20.0,998.5,1006.5,22.3,19.0,76,192.5,166.9,1.4,6.2,49.54,609.37,17.9,28.0,0.02079070388172701
2020,7,Daejeon,782387.0,215.0,0.0,0.0,0.0,23.6,27.2,20.7,999.0,1006.9,25.4,21.2,88,544.9,108.9,1.4,8.4,21.54,428.51,19.6,25.6,0.020614672521399258
2020,8,Daejeon,782198.0,247.0,17.0,10.0,0.0,27.5,31.5,24.6,1001.1,1009.0,31.3,24.8,87,361.6,134.7,1.5,6.9,42.21,498.2,23.5,29.1,0.021636460538124618
2020,9,Daejeon,782823.0,287.0,0.0,0.0,0.0,21.2,25.9,17.4,1004.2,1012.3,20.1,17.3,80,173.6,119.5,1.4,5.9,52.74,481.31,15.1,23.5,0.02187686231753538
2020,10,Daejeon,782895.0,199.0,0.0,0.0,0.0,14.2,20.6,8.9,1012.8,1021.2,11.4,8.3,70,3.2,99.7,1.3,4.2,66.42,404.05,4.1,16.8,0.02195600485377988
2020,11,Daejeon,783452.0,208.0,0.0,0.0,0.0,8.6,14.4,3.8,1017.0,1025.6,8.0,2.4,69,41.8,61.4,1.3,4.6,60.32,259.68,-0.2,8.9,0.03315820582498991
2020,12,Daejeon,785231.0,217.0,0.0,0.0,1.0,0.5,6.1,-3.8,1018.5,1027.4,4.2,-5.9,65,4.1,45.7,1.3,4.1,63.85,255.33,-8.4,0.5,0.05105060968046345
2021,1,Daejeon,785115.0,244.0,0.0,0.0,4.0,-1.0,4.6,-6.0,1016.6,1025.5,4.2,-6.9,67,23.6,43.9,1.4,4.6,58.46,263.22,-9.3,0.0,0.05602253002426395
2021,2,Daejeon,785595.0,239.0,0.0,0.0,0.0,4.0,10.0,-1.6,1013.4,1022.2,4.9,-4.4,58,14.1,72.9,1.8,4.0,67.48,346.85,-5.1,3.8,0.042619691965962096
2021,3,Daejeon,785755.0,203.0,0.0,0.0,0.0,9.6,15.9,4.0,1011.7,1020.2,7.4,2.2,65,95.2,105.7,1.5,5.3,57.92,449.53,0.2,9.7,0.03720673020216225
2021,4,Daejeon,785582.0,212.0,0.0,0.0,0.0,14.7,20.9,8.9,1010.3,1018.7,8.7,4.4,55,47.4,151.9,1.9,5.1,59.95,553.13,5.1,16.4,0.027982197262666406
2021,5,Daejeon,788383.0,197.0,0.0,0.0,0.0,17.7,23.1,12.8,1001.6,1009.8,14.3,11.7,72,134.2,138.1,1.6,5.8,47.92,526.04,9.8,19.8,0.02477673259063171
2021,6,Daejeon,788831.0,207.0,0.0,0.0,0.0,23.5,28.5,19.1,1000.1,1008.1,21.5,18.5,76,105.9,148.9,1.5,6.0,49.7,565.42,16.4,25.7,0.021708866956293555
2021,7,Daejeon,780409.0,230.0,11.0,16.0,0.0,27.8,32.3,24.0,1000.5,1008.4,28.8,23.4,79,151.8,165.0,1.6,6.4,55.7,590.14,21.7,30.8,0.0212862854605726
2021,8,Daejeon,786124.0,318.0,4.0,5.0,0.0,25.8,29.9,22.6,1001.0,1008.9,27.4,22.5,84,289.2,113.8,1.3,7.6,37.67,421.52,21.0,27.7,0.02100694539283879
2021,9,Daejeon,787918.0,246.0,0.0,0.0,0.0,22.4,26.8,18.9,1005.8,1013.9,21.8,18.8,81,161.2,108.5,1.8,6.2,46.54,401.14,16.3,23.9,0.02104233108013778
2021,10,Daejeon,789208.0,203.0,0.0,0.0,0.0,15.7,21.9,10.8,1013.5,1021.9,14.7,11.5,79,40.8,90.8,1.2,4.0,62.44,383.07,7.5,16.6,0.0242937199825648
2021,11,Daejeon,789851.0,207.0,0.0,0.0,0.0,8.9,14.9,4.0,1012.0,1020.6,8.7,4.4,76,41.7,58.7,1.2,4.1,60.5,263.73,-0.7,8.4,0.033262786766111586
2021,12,Daejeon,790402.0,214.0,0.0,0.0,2.0,1.9,7.6,-3.0,1017.1,1026.0,5.2,-3.4,70,4.4,45.5,1.5,4.1,58.92,241.28,-7.5,1.7,0.049982030498404606
2022,1,Daejeon,790611.0,235.0,0.0,0.0,0.0,-0.8,5.2,-5.9,1016.7,1025.6,3.1,-9.7,54,1.2,61.4,1.8,3.6,67.02,318.31,-8.7,-0.9,0.055039704797934755
2022,2,Daejeon,790812.0,237.0,0.0,0.0,0.0,0.1,6.1,-5.2,1017.6,1026.5,3.0,-10.2,49,1.4,77.6,2.2,3.7,68.18,384.48,-8.1,1.5,0.04803304786725542
2022,3,Daejeon,790900.0,208.0,0.0,0.0,0.0,8.3,14.5,2.5,1009.4,1018.0,6.7,-0.2,59,74.0,98.8,1.9,5.3,46.6,419.36,-0.1,9.2,0.04022751589328613
2022,4,Daejeon,790677.0,216.0,0.0,0.0,0.0,14.9,21.9,8.3,1009.0,1017.3,8.7,3.8,52,69.7,174.9,1.9,4.0,63.56,614.78,5.5,17.3,0.028097607126551048
2022,5,Daejeon,791172.0,194.0,0.0,0.0,0.0,19.4,26.3,12.7,1004.6,1012.8,10.8,7.4,50,8.1,235.0,2.1,3.4,71.1,770.32,9.0,24.5,0.02401937967976622
2022,6,Daejeon,792555.0,200.0,2.0,4.0,0.0,24.1,29.4,19.8,999.5,1007.5,19.8,16.9,67,117.6,178.7,2.4,6.1,40.57,566.31,17.8,27.4,0.02178667937240948
2022,7,Daejeon,792378.0,254.0,6.0,11.0,0.0,27.0,31.5,23.4,998.0,1005.9,26.2,21.8,75,195.0,157.2,1.9,6.5,36.42,542.22,22.5,29.2,0.021849332679604937
2022,8,Daejeon,791264.0,304.0,9.0,5.0,0.0,25.7,29.6,22.7,999.6,1007.5,25.9,21.4,79,496.1,127.3,1.9,7.6,27.59,424.22,21.7,27.5,0.020382716653354633
2022,9,Daejeon,791349.0,258.0,0.0,2.0,0.0,21.8,27.5,17.4,1005.2,1013.4,17.9,15.3,69,90.2,130.8,2.2,5.8,49.53,495.28,14.6,25.2,0.014421277767457847
2022,10,Daejeon,791544.0,203.0,0.0,0.0,0.0,14.3,20.7,9.1,1013.7,1022.1,11.1,7.7,68,89.3,113.4,1.7,4.3,61.69,442.24,5.8,16.8,0.02016328480791971
2022,11,Daejeon,794329.0,204.0,0.0,0.0,0.0,9.5,16.6,3.8,1013.4,1022.0,7.6,2.2,64,45.8,76.3,1.5,3.9,59.69,309.14,-0.4,10.5,0.03302546948430688
2022,12,Daejeon,794615.0,213.0,0.0,0.0,1.0,-2.0,3.3,-6.4,1016.8,1025.8,3.3,-8.9,62,14.7,43.8,1.6,4.3,50.86,246.74,-9.6,-0.1,0.0555406286063062
2023,1,Daejeon,795389.0,238.0,0.0,0.0,1.0,-0.9,5.3,-5.9,1016.5,1025.2,3.6,-8.4,60,28.4,54.7,1.7,3.5,62.08,301.68,-10.2,0.2,0.053055956557106015
2023,2,Daejeon,795499.0,235.0,0.0,0.0,0.0,2.4,8.8,-2.9,1017.4,1026.0,3.8,-7.1,54,5.4,73.1,1.5,3.8,58.28,349.63,-8.4,3.2,0.04225817835094701
2023,3,Daejeon,796919.0,198.0,0.0,0.0,0.0,10.2,17.8,3.0,1012.2,1020.4,5.2,-3.5,43,23.8,146.4,1.6,3.1,68.32,530.89,-2.3,11.5,0.034553800938363875
2023,4,Daejeon,796992.0,205.0,0.0,0.0,0.0,13.7,19.9,7.6,1007.0,1015.1,8.2,2.8,54,54.5,157.8,2.0,4.7,51.46,528.21,4.1,16.6,0.025335863910804626
2023,5,Daejeon,797035.0,194.0,0.0,0.0,0.0,19.0,25.0,13.2,1005.2,1013.1,12.9,10.1,61,192.9,171.0,1.3,5.4,51.77,618.41,10.2,22.8,0.02411090142841908
2023,6,Daejeon,798727.0,203.0,0.0,3.0,0.0,23.6,29.2,18.9,999.3,1007.0,18.6,16.0,65,147.5,184.5,1.6,5.7,52.43,649.34,17.1,29.6,0.021091357096980567
2023,7,Daejeon,801354.0,235.0,2.0,7.0,0.0,25.8,30.2,22.6,1000.0,1007.7,26.6,22.0,82,776.3,128.5,1.2,7.1,33.19,473.98,22.1,28.6,0.021881672594134427
2023,8,Daejeon,801636.0,307.0,6.0,15.0,0.0,27.0,31.7,23.2,997.8,1005.4,26.5,22.0,76,326.9,150.2,1.3,6.1,44.44,542.41,22.5,30.9,0.02064760074397856
2023,9,Daejeon,801741.0,292.0,0.0,0.0,0.0,22.8,27.5,19.2,1005.1,1012.9,21.0,18.1,77,310.2,119.7,1.3,6.4,42.23,443.12,18.0,26.1,0.02057984326609217
2023,10,Daejeon,803093.0,209.0,0.0,0.0,0.0,15.0,21.4,9.8,1011.0,1019.1,11.4,8.6,69,12.2,113.3,1.3,4.0,65.12,445.48,7.0,17.8,0.02306738019133525
2023,11,Daejeon,805787.0,201.0,0.0,0.0,0.0,7.6,13.2,2.6,1013.7,1022.1,7.4,0.5,64,40.3,71.5,1.8,4.2,54.43,293.28,-0.1,8.5,0.03355214637366947
2023,12,Daejeon,806623.0,212.0,0.0,0.0,2.0,2.2,7.3,-2.0,1016.4,1025.0,5.5,-3.1,70,124.1,45.7,1.6,5.1,46.75,233.54,-4.4,3.2,0.04726300331133628
2024,1,Daejeon,808018.0,231.0,0.0,0.0,1.0,0.3,5.3,-3.9,1017.0,1025.6,4.3,-5.7,67,47.8,48.0,1.7,4.8,46.6,258.56,-6.6,1.4,0.05142011447764778
2024,2,Daejeon,809324.0,231.0,0.0,0.0,0.0,4.3,9.1,0.2,1015.9,1024.3,5.9,-1.1,70,93.9,54.6,1.9,6.3,32.81,257.65,-2.3,4.9,0.04178555615550756
2024,3,Daejeon,811132.0,207.0,0.0,0.0,0.0,7.2,13.1,1.8,1010.4,1018.7,5.7,-1.9,57,57.9,113.4,2.2,4.2,57.1,475.82,-1.2,8.5,0.042134501585438626
2024,4,Daejeon,811573.0,208.0,0.0,0.0,0.0,16.1,22.6,10.3,1005.8,1013.8,10.2,6.9,59,32.7,144.6,1.9,5.4,53.59,540.2,8.0,18.7,0.029386750791364425
2024,5,Daejeon,814161.0,190.0,0.0,0.0,0.0,18.5,24.8,12.4,1005.4,1013.3,12.6,10.0,62,126.8,196.9,1.9,4.1,64.76,720.64,10.0,23.0,0.02428177297856321
2024,6,Daejeon,814515.0,201.0,0.0,6.0,0.0,24.0,30.0,18.5,1000.1,1007.9,17.7,15.2,62,76.9,183.6,1.8,4.8,61.72,697.02,16.0,30.2,0.028387801992596818
2024,7,Daejeon,815344.0,235.0,11.0,5.0,0.0,26.6,30.4,23.7,999.3,1006.9,27.8,22.7,81,485.1,128.2,1.9,7.5,27.87,460.51,22.9,28.6,0.03404744123952589
2024,8,Daejeon,816823.0,328.0,19.0,21.0,0.0,28.7,33.5,25.0,999.6,1007.2,28.9,23.4,75,87.3,166.1,1.7,4.3,57.56,612.88,23.5,33.2,0.03385410762184708
2024,9,Daejeon,817899.0,341.0,6.0,11.0,0.0,25.8,31.0,22.0,1005.1,1012.9,24.0,20.1,73,204.6,144.3,1.7,5.1,52.55,485.82,20.3,29.4,0.03160468115256285
2024,10,Daejeon,823466.0,244.0,0.0,0.0,0.0,16.3,21.5,12.1,1012.0,1020.1,14.6,12.3,80,109.2,85.8,1.5,5.5,42.14,340.01,9.1,17.5,0.03428593615279805
2024,11,Daejeon,823750.0,199.0,0.0,0.0,0.0,9.7,16.1,4.6,1013.9,1022.2,8.6,3.6,69,34.6,75.4,1.5,4.1,58.95,308.4,0.9,9.5,0.04279667922306525
2024,12,Daejeon,823823.0,207.0,0.0,0.0,0.0,1.8,6.7,-2.3,1015.5,1024.1,4.4,-5.1,63,3.7,47.7,1.6,4.6,55.43,265.25,-7.3,1.4,0.06142384958905007
2019,7,Daejeon,772073.0,199.0,10.0,5.0,0.0,25.8,29.9,22.4,998.6,1006.6,26.0,21.5,79,199.0,157.8,1.6,7.0,40.78,566.06,20.0,28.5,0.018763628387471133
2019,8,Daejeon,773230.0,274.0,12.0,12.0,0.0,27.2,31.6,23.6,999.3,1007.2,27.9,22.7,78,104.3,164.8,1.3,5.9,54.86,601.3,20.9,29.8,0.01787952412606857
2019,9,Daejeon,775669.0,250.0,1.0,0.0,0.0,22.5,26.8,18.9,1006.8,1014.9,22.1,18.7,81,167.0,110.7,1.3,6.6,41.06,430.36,16.3,24.4,0.017684807218027277
2019,10,Daejeon,776912.0,196.0,0.0,0.0,0.0,16.2,21.5,11.6,1011.0,1019.3,14.0,11.5,76,106.1,101.3,1.1,4.8,59.15,424.26,7.1,17.7,0.02304279639135449
2019,11,Daejeon,776934.0,199.0,0.0,0.0,0.0,8.7,15.2,3.4,1014.6,1023.3,8.2,3.2,72,94.0,66.0,1.0,4.3,63.58,320.6,-2.0,9.4,0.03417063333565013
2019,12,Daejeon,779323.0,208.0,0.0,0.0,0.0,2.6,7.9,-1.8,1017.6,1026.4,5.3,-2.9,70,27.0,47.0,1.1,4.5,55.14,258.97,-7.3,2.9,0.048509274934783145
2016,1,Gwangju,688758.0,245.0,0.0,0.0,0.0,0.9,4.9,-2.1,1016.2,1025.4,4.6,-4.6,69,49.7,47.0,1.5,6.0,46.37,244.83,-3.8,0.8,0.13969117745274828
2016,2,Gwangju,689086.0,250.0,0.0,0.0,0.0,3.3,8.2,-1.0,1016.1,1025.2,5.0,-4.4,60,45.2,47.0,1.8,4.5,56.47,348.22,-4.2,2.4,0.12691141163802486
2016,3,Gwangju,691744.0,224.0,0.0,0.0,0.0,8.4,14.7,3.4,1013.0,1021.9,6.8,0.0,60,55.2,47.0,1.7,4.1,61.68,520.95,-0.8,9.0,0.1329578109820974
2016,4,Gwangju,692420.0,224.0,0.0,0.0,0.0,15.5,21.9,10.5,1005.3,1013.8,11.1,7.8,66,185.0,47.0,1.8,5.8,51.13,541.64,6.8,17.0,0.09939695704918981
2016,5,Gwangju,692479.0,209.0,0.0,0.0,0.0,19.8,26.0,14.3,1003.9,1012.3,14.4,11.9,65,104.5,47.0,1.8,5.2,59.06,681.6,11.1,23.2,0.09165414258049703
2016,6,Gwangju,693790.0,211.0,0.0,0.0,0.0,23.0,27.6,19.5,999.9,1008.1,22.1,18.9,80,116.1,47.0,1.6,7.0,31.86,505.22,17.2,26.7,0.08738173366580665
2016,7,Gwangju,695546.0,224.0,11.0,9.0,0.0,26.9,31.1,23.7,1000.0,1008.2,29.5,23.7,84,301.3,154.4,1.9,6.6,43.81,570.17,22.0,30.7,0.09227409689653883
2016,8,Gwangju,696300.0,290.0,16.0,21.0,0.0,27.8,33.1,23.8,997.9,1006.0,29.1,23.3,79,81.0,164.0,1.4,4.1,56.65,592.06,22.3,31.8,0.07649225908372828
2016,9,Gwangju,697672.0,254.0,0.0,1.0,0.0,23.0,27.6,19.6,1004.5,1012.8,23.0,19.5,83,251.2,105.8,1.5,6.8,36.33,408.67,16.7,25.1,0.07195036206125514
2016,10,Gwangju,697026.0,209.0,0.0,0.0,0.0,17.2,21.5,13.6,1010.1,1018.6,15.9,13.1,79,216.7,78.6,1.5,6.7,30.16,318.54,10.0,17.8,0.08792525816827493
2016,11,Gwangju,698432.0,221.0,0.0,0.0,0.0,9.6,14.6,5.3,1014.2,1023.1,8.7,3.5,69,31.5,71.6,1.5,4.6,56.06,297.0,0.5,8.7,0.11658806011179326
2016,12,Gwangju,701672.0,227.0,0.0,0.0,0.0,4.7,9.4,0.7,1016.1,1025.2,6.2,-1.0,69,44.9,50.0,1.5,5.1,49.25,241.72,-4.8,2.9,0.13056339714282456
2017,1,Gwangju,702509.0,241.0,0.0,0.0,0.0,2.0,6.7,-1.9,1016.6,1025.7,4.8,-4.3,66,11.7,53.3,1.6,4.7,56.7,291.97,-6.6,1.1,0.135893128771304
2017,2,Gwangju,704158.0,245.0,0.0,0.0,0.0,2.9,8.4,-1.7,1015.0,1024.0,4.6,-5.0,60,41.9,69.7,1.6,4.3,62.83,366.96,-6.5,2.7,0.12567757520329242
2017,3,Gwangju,703740.0,213.0,0.0,0.0,0.0,7.4,13.8,2.4,1011.3,1020.2,5.6,-2.0,57,33.2,113.9,1.5,4.8,59.5,519.15,-3.2,8.7,0.12474625571944183
2017,4,Gwangju,705177.0,225.0,0.0,0.0,0.0,15.1,21.9,9.5,1005.3,1013.8,10.0,5.9,60,60.6,164.4,1.9,4.4,63.84,614.81,4.7,17.6,0.0949322368710267
2017,5,Gwangju,707378.0,206.0,0.0,1.0,0.0,19.8,26.4,14.1,1004.8,1013.2,13.7,11.1,62,30.2,189.2,1.4,4.1,63.15,704.45,10.0,25.1,0.07206214499178656
2017,6,Gwangju,709359.0,207.0,0.0,5.0,0.0,23.1,29.4,18.5,1000.6,1008.9,18.8,15.9,68,42.1,178.8,1.5,5.5,51.04,640.81,15.1,29.5,0.09201371519921506
2017,7,Gwangju,709785.0,231.0,13.0,13.0,0.0,27.8,32.0,24.8,1000.2,1008.3,32.9,25.6,89,211.6,131.0,1.8,7.4,27.25,494.13,22.9,30.7,0.09437010644068275
2017,8,Gwangju,710125.0,298.0,9.0,10.0,0.0,27.0,31.6,23.4,999.3,1007.5,29.6,23.5,83,280.5,149.9,1.6,5.8,45.47,547.82,20.8,29.5,0.0870843076923077
2017,9,Gwangju,712141.0,240.0,0.0,0.0,0.0,22.4,27.6,18.0,1004.4,1012.8,20.3,17.4,76,108.8,123.9,1.5,5.1,51.92,463.02,13.7,25.0,0.08939851096903563
2017,10,Gwangju,713745.0,205.0,0.0,0.0,0.0,17.0,22.1,12.8,1011.5,1020.1,14.7,11.8,75,85.4,99.9,1.5,5.0,52.33,392.99,8.0,17.5,0.09734499576179168
2017,11,Gwangju,715309.0,216.0,0.0,0.0,0.0,8.8,14.6,4.0,1014.5,1023.4,7.4,1.5,64,2.1,78.2,1.3,3.8,64.78,343.91,-2.8,8.6,0.13368011866200483
2017,12,Gwangju,718617.0,228.0,0.0,0.0,0.0,1.9,6.6,-1.9,1017.3,1026.5,4.6,-4.7,64,28.5,51.8,1.5,5.2,51.56,275.81,-7.9,1.1,0.16448531693516855
2018,1,Gwangju,719546.0,245.0,0.0,0.0,0.0,-0.2,4.5,-3.8,1015.4,1024.7,4.2,-6.4,67,38.8,48.9,1.5,4.7,54.42,292.12,-7.9,-0.3,0.17184571660463682
2018,2,Gwangju,720560.0,248.0,0.0,0.0,0.0,1.8,7.1,-2.8,1014.9,1024.0,3.8,-7.7,54,22.0,66.3,1.6,4.8,56.47,352.83,-9.3,1.2,0.14336773065393582
2018,3,Gwangju,720663.0,215.0,0.0,0.0,0.0,10.0,16.5,4.7,1011.4,1020.2,8.9,4.3,72,115.8,101.1,1.8,4.9,53.88,445.57,-0.4,10.2,0.1487628739091642
2018,4,Gwangju,720790.0,221.0,0.0,0.0,0.0,15.1,21.5,9.7,1007.4,1016.0,11.3,7.8,67,127.4,146.1,1.7,4.7,55.62,579.66,5.0,16.8,0.12854756447786456
2018,5,Gwangju,723565.0,207.0,0.0,0.0,0.0,19.5,25.0,14.8,1003.4,1011.8,16.8,13.9,74,85.4,150.6,1.6,5.9,43.49,581.84,10.7,22.2,0.10428776267508794
2018,6,Gwangju,723383.0,212.0,0.0,2.0,0.0,23.6,29.5,19.2,999.8,1008.0,21.0,17.9,74,222.4,170.5,1.5,6.0,47.17,630.27,16.1,29.7,0.1082932471457029
2018,7,Gwangju,723869.0,236.0,16.0,20.0,0.0,28.3,33.5,24.5,1000.2,1008.4,29.8,23.9,79,84.5,185.0,1.7,4.7,52.96,660.92,22.5,34.3,0.10348571771964264
2018,8,Gwangju,723684.0,345.0,14.0,21.0,0.0,28.4,33.7,24.9,999.0,1007.1,29.4,23.6,78,397.1,173.4,2.0,6.0,54.89,590.22,22.7,33.3,0.0908747008362766
2018,9,Gwangju,723714.0,270.0,0.0,0.0,0.0,21.6,26.3,18.0,1004.7,1013.0,20.0,17.0,78,129.7,119.7,1.5,6.2,42.79,461.03,15.1,22.7,0.1045875290515314
2018,10,Gwangju,725344.0,207.0,0.0,0.0,0.0,14.5,19.9,10.1,1010.4,1019.0,11.7,8.8,72,125.2,106.4,1.4,4.0,64.38,456.15,5.6,15.6,0.12640601424979045
2018,11,Gwangju,727635.0,217.0,0.0,0.0,0.0,9.9,15.5,5.3,1014.8,1023.6,8.5,3.7,70,47.2,73.3,1.0,3.8,63.5,335.3,1.4,9.4,0.12040824864114562
2018,12,Gwangju,731690.0,225.0,0.0,0.0,0.0,3.2,7.8,-0.6,1018.2,1027.3,5.2,-4.4,62,32.4,58.6,1.7,5.2,56.36,284.78,-3.5,2.8,0.1530398857439626
2019,1,Gwangju,734126.0,242.0,0.0,0.0,0.0,1.8,7.0,-2.1,1017.6,1026.7,4.1,-6.1,59,16.4,63.3,1.4,4.1,67.96,340.78,-5.6,1.2,0.1597812092202156
2019,2,Gwangju,735803.0,240.0,0.0,0.0,0.0,3.6,9.0,-0.7,1015.4,1024.4,4.6,-5.0,58,37.0,70.4,1.5,5.8,54.19,359.82,-3.8,3.7,0.13633714866615113
2019,3,Gwangju,736541.0,211.0,0.0,0.0,0.0,8.4,14.7,3.4,1009.5,1018.3,6.6,0.3,61,33.9,112.8,1.7,4.8,57.17,520.96,0.2,9.7,0.14727771162773018
2019,4,Gwangju,739387.0,221.0,0.0,0.0,0.0,13.0,18.8,8.4,1006.9,1015.5,10.0,5.6,67,84.7,122.7,1.5,5.8,44.35,499.58,5.4,15.4,0.12460806587078214
2019,5,Gwangju,739451.0,207.0,0.0,0.0,0.0,19.2,26.2,13.1,1004.2,1012.7,12.4,9.2,58,78.8,209.0,1.6,4.4,66.6,750.55,10.0,23.1,0.09882114163075038
2019,6,Gwangju,739223.0,209.0,0.0,0.0,0.0,22.0,27.4,17.9,999.0,1007.3,20.3,17.5,79,158.0,152.3,1.3,6.0,45.3,607.69,15.9,26.3,0.09960062254556473
2019,7,Gwangju,740462.0,218.0,8.0,0.0,0.0,25.3,29.4,22.4,998.3,1006.5,26.9,22.1,84,242.2,133.8,1.8,7.4,31.75,504.72,21.5,28.2,0.11764667329316023
2019,8,Gwangju,743193.0,294.0,14.0,12.0,0.0,27.0,31.3,23.8,998.9,1007.0,28.3,23.0,80,64.8,149.4,1.5,6.4,46.02,549.91,22.4,31.6,0.10952621459028812
2019,9,Gwangju,743735.0,264.0,0.0,0.0,0.0,22.9,27.2,19.6,1005.6,1013.9,23.0,19.3,82,165.8,107.2,1.6,6.5,39.13,417.03,17.9,25.3,0.10495262425460682
2019,10,Gwangju,744446.0,213.0,0.0,0.0,0.0,17.1,22.2,13.0,1010.0,1018.6,14.3,11.6,74,149.9,106.6,1.2,4.7,58.64,430.67,10.1,18.9,0.11518969811107857
2019,11,Gwangju,746363.0,213.0,0.0,0.0,0.0,10.8,16.9,6.0,1013.9,1022.7,8.8,4.0,66,22.8,80.2,1.2,4.1,62.46,337.05,3.3,11.0,0.14033641539036634
2019,12,Gwangju,747051.0,223.0,0.0,0.0,0.0,4.8,9.5,1.0,1016.9,1025.9,5.4,-2.5,62,31.6,53.9,1.3,5.2,55.06,242.93,-1.3,4.0,0.16891558541518584
2020,1,Gwangju,747606.0,240.0,0.0,0.0,0.0,4.6,9.0,1.2,1014.4,1023.4,5.9,-1.5,68,74.9,53.1,1.4,6.3,43.62,264.36,-1.0,4.1,0.1680653673191494
2020,2,Gwangju,748222.0,242.0,0.0,0.0,0.0,5.3,10.6,0.8,1016.0,1025.1,6.2,-1.3,67,47.8,67.0,1.4,4.9,55.87,346.78,-1.2,5.7,0.1538472779469195
2020,3,Gwangju,748985.0,226.0,0.0,0.0,0.0,9.0,15.2,3.8,1009.8,1018.6,6.6,-0.3,58,43.5,134.6,1.7,4.0,65.07,568.48,1.2,11.3,0.1575011048285346
2020,4,Gwangju,752517.0,230.0,0.0,0.0,0.0,11.5,18.0,6.2,1009.7,1018.4,6.9,0.4,52,55.3,172.7,1.8,3.3,70.76,686.9,2.7,16.5,0.12565106701908396
2020,5,Gwangju,752566.0,216.0,0.0,0.0,0.0,18.8,24.4,14.2,1002.3,1010.7,15.5,13.0,73,96.8,162.1,1.7,6.1,48.59,619.38,12.1,23.0,0.10153189221941995
2020,6,Gwangju,754051.0,222.0,0.0,2.0,0.0,23.6,28.8,19.6,998.4,1006.6,22.5,19.1,79,199.9,157.5,1.6,6.5,44.05,592.22,18.0,27.8,0.10336147555006225
2020,7,Gwangju,755194.0,229.0,0.0,0.0,0.0,23.4,26.8,20.8,998.5,1006.7,26.1,21.6,91,533.3,96.2,1.5,8.7,15.72,394.45,20.7,25.6,0.10562556773491315
2020,8,Gwangju,754959.0,282.0,16.0,11.0,0.0,27.6,31.6,24.8,1001.0,1009.2,32.5,25.4,89,738.1,130.9,2.2,6.6,40.71,501.73,24.2,30.2,0.10530477549111938
2020,9,Gwangju,754799.0,309.0,0.0,0.0,0.0,21.3,25.7,17.9,1003.4,1011.8,21.3,18.2,85,178.3,105.7,1.5,6.3,42.67,441.01,16.6,23.9,0.11364794071004333
2020,10,Gwangju,756417.0,216.0,0.0,0.0,0.0,15.7,21.2,11.2,1011.9,1020.5,11.4,8.0,64,12.1,122.3,1.2,4.6,65.01,477.99,7.2,18.8,0.11155786160279317
2020,11,Gwangju,757159.0,221.0,0.0,0.0,0.0,10.5,15.6,6.4,1016.3,1024.9,8.4,3.0,63,28.3,79.4,1.4,4.8,57.0,320.91,2.6,11.4,0.13110883050984007
2020,12,Gwangju,758879.0,232.0,0.0,0.0,0.0,2.7,7.8,-1.1,1017.8,1026.6,4.6,-4.8,62,18.7,59.1,1.4,4.8,61.15,299.96,-4.2,3.6,0.17075719185799054
2021,1,Gwangju,758548.0,259.0,0.0,0.0,1.0,1.4,6.4,-2.6,1015.9,1024.7,5.2,-3.8,71,33.0,52.3,1.5,5.7,52.43,304.64,-4.1,3.0,0.18335382731218064
2021,2,Gwangju,760593.0,251.0,0.0,0.0,0.0,5.1,10.7,0.4,1013.1,1021.8,5.3,-3.3,59,31.1,75.0,1.5,4.8,57.31,356.28,-3.1,5.7,0.15331050246320962
2021,3,Gwangju,760166.0,217.0,0.0,0.0,0.0,10.6,17.0,5.6,1011.1,1019.6,8.1,3.1,65,122.4,119.1,1.5,5.0,59.35,524.59,2.0,12.2,0.14099197938345046
2021,4,Gwangju,761634.0,224.0,0.0,0.0,0.0,14.9,20.9,9.7,1009.9,1018.2,8.3,3.2,52,34.2,168.1,1.4,5.1,58.67,622.29,6.2,18.6,0.11779252107967869
